Company ID,Company Name,Location Name,Location Address,City,Zip Code,Current Deployed Asset(s),Container Size
CID-LEW221,Lew's Welding,Lew's Welding,"1716 E Erwin St, Tyler Texas 75702",Tyler,75701,300103,30
CID-BRA222,Braze Tech,Braze Tech,"11179 C.R. 168, Tyler, Texas 75703",Tyler,75701,300103,30
CID-JOH223,John Deere,John Deere,"14630 State Hwy 155, Tyler, Texas 75703",Tyler,75701,300103,30
CID-TYR224,Tyrone Townsend,Tyrone Townsend,"18687 CR 4116, Lindale, Texas 75771",Tyler,75701,300103,30
CID-ATS225,Ats Outdoor,Ats Outdoor,"14685 State Hwy 155 S, Tyler, Texas 75703",Tyler,75701,300103,30
CID-AUT226,Auto Express,Auto Express,"14090 State Hwy 110, Whitehouse, Texas 75791",Tyler,75701,300103,30
CID-COX227,Cox Construction,Cox Construction,"2388 Web Rodgers Road, Wascom, Texas 75692",Tyler,75701,300103,30
CID-ATK228,Atkinson Family Corp.,Atkinson Family Corp.,"3025 Old Henderson Hwy, Tyler, Texas 75707",Tyler,75701,300103,30
CID-HUG229,Hughes Automotive,Hughes Automotive,"2100 E 5th St, Tyler, TX 75701",Tyler,75701,300103,30
CID-SCO230,Scotty and Sons Truck and Trailer Repair,Scotty and Sons Truck and Trailer Repair,"17999 I-20, Canton, TX 75103",Tyler,75701,300103,30
CID-ZMA231,Zman Carports,Zman Carports,"14751 Hwy 64, Ben Wheeler, Tx 75754",Tyler,75701,300103,30
